,star,好,乐,哀,怒,惧,恶,惊,contents
8307,0,7,0,2,0,0,3,0,没看完看到第二集打算以后只看章鱼两人了理解不了为什么几个人一定要劝一个重度恐高的人去玩高空项目见证爱情的伟大吗死活不肯浪漫的老王悬崖采花的那一刻我相信是有剧本的朱雅琼在悬崖那里问老王我死了你怎么办直接弃综艺了你说怎么办呢给你殉情嘛跳下去救你可以不问这无聊的话吗对网友网暴老王我更是不理解以及朱雅琼觉得对方不在意自己还能在一起二十年我觉得她自作自受你结婚了你就得了解身边的男人什么样子他努力给你面包你就不要奢望他每天围着你转没有足够完美的对象
7805,1,7,0,2,0,1,0,0,没白看看到倒数第二期一半记录：很心疼多害怕曾经千挑万选找到的队友有一天变成对手感谢那些可以不断看到优点的人极信爱情与极不信爱情只有一线之隔自尊是最令人无可奈何的爱情障碍之一
195,0,3,0,2,0,0,3,0,蛮真诚的综艺可以在其中自视空旷美丽的远方风景提供一个能离开世俗干扰充分自省的镜像理想空间也让很多东西浪漫化了可惜大多数现实感情没有这样的机会郭柯宇的同名歌儿好听
12933,0,8,4,2,0,0,6,1,近几年看过的情感节目中我觉得做得最好的一个感觉很真实节目组也很用心看哭了我好多好多次每一段破裂的关系很大程度上都有表达和沟通的问题吧老王我没想到世界上还有这样的人他是个好人可真的不是一个好老公也许一个从小没有被好好爱过的人很难突破束缚用好的方式再去爱人吧佟晨洁真的相当成熟大气让我佩服虽然小气爱面子不过他也有很多优点如果成功戒掉酒瘾跟他一起生活应该很有乐趣章贺和郭柯宇好奇怪的十年生活期间两个人都太过自我保护从而忽略了对方才走到最后那一步的吧不管怎样都还是要勇敢去爱热烈去表达呀希望每个人都能幸福吧期待下一季
1419,0,11,1,2,0,0,1,0,其实一直以来我就很喜欢看情感类综艺虽然一般不太愿意承认不管是婆婆妈妈新生日记我家那闺女还是做家务的男人多多少少我都有看过再见爱人从一开始我就有看因为之前看过韩版离婚夫妻综艺的介绍追了这么两三个月看完之后其实我想说我反而对婚姻更期待并且很明确的希望是有一份充满爱情的婚姻很感谢综艺里三对六人把自己的点滴袒露在观众面前这需要莫大的勇气也真心地祝福他们每一位我觉得我受益匪浅
1411,1,2,0,2,0,0,2,0,意外的还挺好看的没有撕逼和狗血没有谁是坏人大家都是不完美的普通人会有缺点和不足会有价值观念的不同从嘉宾身上或多或少也看到了自己的影子有感触有反思没想到一个离婚节目看着内心会变平和就挺好的
12088,0,7,1,2,0,1,1,0,看月亮像一颗慈爱的哈密瓜她照亮我们身着赤裸的盛装手攥一张遗憾的地图向爱出发把眼泪收集成手里的念珠带上蜘蛛为我御寒打的毛线衣包裹自己吧可那样可那样就把你放不下爱如雾般闪烁在城池之外我已不再添砖加瓦可词也已乏耳也已背只好望向你的嘴唇看葡萄干她好似干瘪的委屈我们都在怀抱里哺乳自己的梦口含一块沉睡的硬糖向爱出发把蜜语都化作果腹的干粮抱薰衣草为我美梦吐露芬芳的鸳鸯安放自己吧就那样就那样别害怕放不下爱如雾般闪烁在城池之外让我抚摸你的霜拜访地久天长听不清每个人都在唱无言的歌只好望向你的嘴唇你让我带回爱的颜色我问你颜色的方向你让我带回爱的声音我问你声音的期限在日出前能遇见吗在日落前会兑现吗去问时光
649,2,3,0,2,0,0,1,0,如果人和世界的关系可以描述为一种文化性精神性的关系那么爱情存在的意义就是让这种关系更有对抗孤独和理性的肌肤感所以爱情的本质就是奋不顾身地去接受伤害吧同时章贺终究是被郭老师拿捏了
6659,0,5,4,2,0,0,4,0,这三对的状态在我的婚姻里都能对照出问题反射出来的问题让我越来越清醒的感觉到自己婚姻的无力王秋雨的不解风情让朱雅琼在他身上找不到爱自己的理由的酗酒情绪失控让佟一次次的失望章贺一次次的不回应让郭柯宇的心墙越来越高把自己包裹的严严实实而这些都发生在我的婚姻里年我们用前年在恋爱中建立感情用后年在婚姻里消磨掉这些感情有时候抓住幸福比忍受痛苦更需要勇气这年的婚姻生活中太多太多的矛盾已经无力再去沟通解决不能在你面前哭撒娇装腔作势不能在你面前有任何的情绪表达于是只有沉默我遇到开心不开心有趣的事情都不会想要跟你分享对于你想分享给我的东西我也没兴趣再知道真不知道这样的婚姻还能如何走下去女儿才是我的一切
8301,1,2,0,2,0,0,5,1,原来导演和制作人都是女生怪不得第一集的是第二集是断背山还有天使爱美丽的两首歌山形瑞秋的一首歌音乐总监似乎偷看了我的网易云收藏夹六位嘉宾选的很典型但演戏的成分太大了是我觉得唯一的不足之处人是复杂的可能在恋爱的不同时期可以从这六个人身上看到自己曾经的影子他或她的影子亲密关系的影子虽然把这三段明显比较失败的婚姻关系摆出来放在观众眼前让大家以为这样的关系已经足够糟糕了但是国内中年夫妻年轻夫妻老年夫妻的婚姻关系恐怕比这要糟糕多了看到短评里一句话感慨颇深很难得的是对不惑之年的夫妻来说他们还有对自我和真爱的渴求虽然他们可能还没找到这是一种可惜但是大多数人不都没有找到吗而且大多数人早早的就放弃了这两样用一句生活所迫来搪塞
2318,0,1,1,2,0,0,0,0,离婚真的就是矛盾没有解决个相爱的人可是要分开又痛苦又虐最后看不下去大概网上刷到过结局
2476,0,0,0,2,0,0,0,0,暴风哭泣真的是暴风哭泣
3224,2,1,4,2,0,0,2,0,怪不得亲密关系是比独身更大更难的道场在这里我们能看到理性思维的自欺欺人有机会看到并解决情感问题掩盖的心理问题碰触并适应精神层面的终极孤独即便这些我们都解决好了也还是需要在差异磨合的修行场里不断升级哪一层面未破解未看到真实都是亲密关系的磕磕绊绊甚至彻底失败不要去评判任何人人成为现在样子既有自己的选择更多是世事的机缘人的经历是极其个性化的而什么时候本人会觉知会改变除了自我成长很要看命运的安排
8854,0,2,4,2,0,0,0,0,一个人看的哭得稀里哗啦我的天呐第四期：让我忍不住哭的是你跟我在一起的时候并不快乐看到你跟别人说这句话我真的很伤心看到孙怡说老王觉得那三十分钟他觉得不享受不快乐我真的绷不住了两个人在一起都不快乐那就不要在一起了还要什么婚姻以后在这爱情的坟墓里相互孤独吗而且追一个人的时候和得到一个人了完全不一样我为什么曾经会问你喜不喜欢我因为我感受不到如果能感受到何必要问这种问题呢感受就好了呀好多都是我的歌单里的呀我可太喜欢了今天结束了一切祝好双向奔赴才有意义啊
9061,0,4,4,2,0,0,0,0,认真生活尽情相爱创造经历更多的幸福和甜蜜在不尽如人意的时候才能对冲掉伤心和难过
12098,1,4,1,2,0,0,3,2,我太爱这个节目了节目里六个嘉宾每个人都不正常每个人人格或者精神都存在明显的缺陷几乎每个嘉宾都是原生家庭的悲剧郭柯宇和章贺是我最感兴趣的郭柯宇的残忍自恋章贺的爱而不得着实有趣我时常对人性厌恶又好奇抱着对性本恶的好奇和怜悯同时完成我对自我的剖析投身于现实世界扮演一个正常人的角色
2558,5,4,3,2,0,0,3,1,我太磕郭柯和章贺了先离婚后恋爱哈哈爱情的真相得慢慢往后看谁能想到这两人反而最有默契呢老师们的点拨拿小本本记下人都是用被爱的方式爱别人朱雅琼在丈夫的冷酷对待中快要悲伤到变得透明开始蒸发真好奇节目拍完大家会发生什么能付出是一个人独立的标志不被需要不是独立的标志这话真的说的太对了珍惜那些愿意付出的人愿意刚吵完去哄你的人因为他们本可以不所有亲密关系中在当叛逆小孩的人快快长大吧
391,0,4,3,2,0,1,1,0,没想到离婚综艺真的做出来了没有狗血没有劝和看到中间已经不关心三组嘉宾最后的结果了这个节目可贵的展现人与人之间亲密关系的真实的复杂性有疗愈的感动自我的成长有对遗憾的释怀和对自我怀疑的和解湖南台认真起来做综艺还是挺厉害的
276,4,9,3,2,0,0,4,0,这种类型说到正经问题就开始胡搅蛮缠老王注孤生这么不感性没想象力的人怎么做的编剧翻了他参与的剧集我懂了钢铁直男零情趣不适合恋爱不适合找爱他的人结婚搭伙凑合过日子最适合他不过最近两期也暴露出为什么老王对朱特别没耐心节目过半每组问题反复重演已经开始腻了真的多亏了选景成功新疆真踏马的美啊能玩儿到天就太好了这三组还代表了三种不同婚恋模式的情侣佟感情基础最好章郭闪婚悲剧绝不是个例初恋感情难放下但不合适的真的也普遍朱王无解是世间残酷的现实要不是为了节目效果观察嘉宾就没必要做作地说磕到了明明每对在一起都那么痛苦了像章郭朱王浑身写满不搭的就早点分开吧不止情侣朋友一样倪萍不错可以一直主持就妙咯
12987,0,3,0,2,0,1,1,0,说自己看了会更恐婚或者更难过的都先看了再说好吗从章贺的隔空喊话开始泪水决堤此后更是无数次鼻涕横流三组嘉宾都有自身的残缺和可爱观察室成员皆引导你我思考人人与人的关系本身就是非常复杂且不是只存在美好的这是一部建构在真实之上的乌托邦也是一个照见你自身的明镜再者很多时候人因为未知才恐惧
10137,0,3,0,2,0,0,0,0,看的第一个离婚综艺新疆真的很美很美作为真人秀可能多少会有剧本的成分但表露出来的两性关系之间的矛盾冲突离别又有不舍种种已足够真实也引发了自己对于两性关系的很多思考总的来说是个很不错的综艺
9918,0,11,1,2,0,1,7,0,大约总是这样爱只能负责爱这个字不能负责爱的能力也不能负责另外一个词：相爱新疆好美啊被大自然的美景震慑的时候感觉事物的意义都在飘散唯有一份沉默陪伴着另外一份沉默感到困惑迷茫甚至疲惫时能把情绪或情感放进更大的容器就好了旅行是一种方式想起前不久站关注的一个博主分享和男友多年刻骨铭心的记忆是一起徒步去拉萨这些失语时刻让爱情既渺小又伟大在自然美面前争吵是一种浪费矛盾是一种微小伟大的是这种珍贵时刻彼此的陪伴两对曾经的爱人探索了一种新的相处模式和新型关系想起乞力马扎罗的雪里面有一句当你的感情不那么沉重时你付出的反而物超所值当老王和雅琼都放开的时候他们反而找到了一种平衡他们的爱不那么沉重时反而变得更轻松
1894,11,5,3,2,0,0,2,0,虽然还是抄韩综仍然是今年看到最好的情感类综艺比恋综里的暧昧试探推拉精彩太多了成熟的男女没有粉红色的泡沫全是婚姻生活带来的真实的痛苦和冷漠血与泪难言的心结这样一种长期的亲密关系不光是夫妻姐妹父母也同样如此朱雅琼哭着说她的婚姻不幸福的时候想起荞麦说的女性太想要追求幸福这件事了好好写歌唱歌吧幸福也许并不比自由成功更值得追求
1516,1,6,3,2,0,0,2,0,婚姻关系里会有许多微妙的权力拉扯和难以言说的情绪浪漫旅行只能作为番外篇其中催生的某些过于活跃的情感活动不足以支撑重新归于平静的日常热恋过的人应该都明白在我看来重新牵手的两对都没有解决各自的核心冲突何必又扎进漩涡当然更多观众希望看到热泪盈眶深情相拥的戏码是童话美好的结局
